Country,Region,Producer,Number_of_Bags,Country_Partner,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Bag_Weight,Colors,quality_score,Variety,Processing Method
guatemala,oriente,conquista/ morito,250,asociacion nacional del café,2012,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,78.33,0.11,0,0,green,9,others,others,1300,1,green,78.33,Bourbon,Washed / Wet
united states (hawaii),kona,others,18,specialty coffee association,2014,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11,2,0,green,8,others,others,1550,100,green,78.25,Hawaiian Kona,Natural / Dry
united states (hawaii),kona,others,5,specialty coffee association,2012,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78.25,0.11,4,0,green,31,others,others,1400,100,green,78.25,Hawaiian Kona,Natural / Dry
indonesia,ijen,vary farms,2,specialty coffee association of indonesia,2016,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17,0.13,0,0,others,1,1300,1300,1400,1,bluish-green,78.17,Java,Washed / Wet
mexico,cordoba,consuelo gonzalez gomez,320,amecafe,2012,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08,0.11,0,0,green,3,1050,1050,1400,1,green,78.08,Typica,Washed / Wet
taiwan,"台南市東山區( dongshan dist., tainan city)","林俊吉( lin, chun-chi)",8,specialty coffee association,2016,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78,0,3,0,green,4,650,650,1400,10,green,78,Yellow Bourbon,Washed / Wet
honduras,intibuca,cooperativa coaquil,275,instituto hondureño del café,2014,6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,0.11,2,0,green,6,1350,1350,1400,2,green,78,Pacas,Natural / Dry
united states (hawaii),kona,others,5,specialty coffee association,2014,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78,0.12,2,0,green,3,others,others,1550,100,green,78,Hawaiian Kona,Natural / Dry
guatemala,oriente,varios,275,asociacion nacional del café,2014,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78,0.1,1,0,green,2,1219.2,1219.2,1400,69,green,78,Other,Washed / Wet
china,yunnan,greenhouse coffee,16,specialty coffee association,2013,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78,0.1,0,0,green,28,1200,1200,1400,2,green,78,Typica,Washed / Wet
guatemala,oriente,"agricola monte verde, s.a.",250,asociacion nacional del café,2013,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,0.11,3,0,green,9,1310.64,1310.64,1400,69,green,78,Bourbon,Washed / Wet
mexico,"motozintla, chiapas",mario garcía,10,amecafe,2012,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78,0.12,2,0,green,7,850,850,1400,1,green,78,Other,Washed / Wet
colombia,others,others,202,specialty coffee association,others,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,78,0.1,1,0,green,3,others,others,1200,70,green,78,NA,Other
costa rica,occidental,beneficio la eva s.a.,250,specialty coffee association of costa rica,2014,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,0.12,2,0,green,4,1200,1200,1400,1,green,77.92,Caturra,Washed / Wet
mexico,petatlan,gustavo abarca solis,50,amecafe,2012,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,0.11,0,0,green,3,1248,1248,1550,1,green,77.92,Typica,Washed / Wet
guatemala,oriente,conquista/ morito,250,asociacion nacional del café,2012,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77.92,0.11,0,0,green,7,others,others,1400,1,green,77.92,Bourbon,Washed / Wet
nicaragua,jinotega,marcio alberto rivera castellon,275,specialty coffee association of costa rica,2016,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77.83,0.1,0,0,bluish-green,0,1000,1000,1600,69,bluish-green,77.83,NA,Other
brazil,others,others,1,specialty coffee association,2014,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,77.83,0.11,0,0,others,2,others,others,1550,5,bluish-green,77.83,NA,Washed / Wet
guatemala,oriente,luis rodriguez,250,asociacion nacional del café,2013,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,0.11,0,0,green,2,1310.64,1310.64,1600,1,green,77.83,Bourbon,Washed / Wet
taiwan,"dongshan dist., tainan city 臺南市東山區",chen shuei lian 陳水連,100,specialty coffee association,2012,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77.67,0.11,0,0,bluish-green,0,750,800,1600,10,bluish-green,77.67,Typica,Washed / Wet
united states (hawaii),kona,others,5,specialty coffee association,2013,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77.58,0.12,1,0,green,5,others,others,2000,100,green,77.58,NA,Natural / Dry
mexico,coatepec,rubria ochoa bello,23,amecafe,2012,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,0.13,0,0,green,3,1300,1300,1400,1,green,77.5,Typica,Washed / Wet
guatemala,oriente,margarita de nuyens y/o carlos nuyens,250,asociacion nacional del café,2013,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,0.11,2,0,green,15,1310.64,1310.64,1550,1,green,77.42,Bourbon,Washed / Wet
brazil,south of minas,ipanema agricola s.a,320,brazil specialty coffee association,2017,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33,0,0,0,green,3,890,890,1200,60,green,77.33,Bourbon,Natural / Dry
guatemala,oriente,varios,275,asociacion nacional del café,2014,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1,0,green,2,1219.2,1219.2,1550,69,green,77.33,Other,Washed / Wet
mexico,zaragoza itundujia,aquilino garcía riaño,10,amecafe,2012,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33,0.15,4,0,others,5,1500,1500,1400,1,bluish-green,77.33,Typica,Washed / Wet
haiti,"dondon, haiti",mixed,1,specialty coffee association,2013,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1,0,0,others,1,400,1250,1800,4,bluish-green,77.25,Typica,Washed / Wet
united states (hawaii),kona,kona pacific farmers cooperative,9,specialty coffee association,2013,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77.25,0.12,1,0,green,5,others,others,1400,2,green,77.25,NA,Natural / Dry
mexico,"motozintla, chiapas",alejandro garcía palacios,10,amecafe,2012,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77.17,0.12,1,0,green,11,1200,1200,1400,1,green,77.17,Other,Washed / Wet
peru,san ignacio,sol y cafe,275,specialty coffee association,2014,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,0,7,0,green,9,900,1500,1700,2,green,77,Caturra,Washed / Wet
india,chickmangalore,aspinwall & co. ltd,20,specialty coffee association,2016,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76.83,0,0,7,green,0,others,others,1800,50,green,76.83,NA,Natural / Dry
mexico,"pluma hidalogo, oaxaca",various smallholders,250,specialty coffee association,2018,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,76.75,0,0,0,others,0,1200,1200,1600,6,bluish-green,76.75,Typica,Other
guatemala,oriente,conquista/morito,250,asociacion nacional del café,2012,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76.5,0.12,0,0,others,4,others,others,1200,2,bluish-green,76.5,Bourbon,Washed / Wet
mexico,coatepec,castulo gutierrez,10,amecafe,2012,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42,0.13,0,0,green,14,1100,1100,1400,1,green,76.42,Typica,Washed / Wet
guatemala,oriente,agropecuaria quiagral,250,asociacion nacional del café,2012,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,0.11,0,0,green,8,1310.64,1310.64,1400,69,green,76.33,Bourbon,Washed / Wet
